FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,2021/09/25,"120350",Ohagens,-36.5378225430,147.8297791440,MID,,NONE,"Travel South from Corrong along the Benambra-Corryong road for approximately 52km, then, turn left onto Wheelers Creek Rd from Benambra-Corryong Road. Travel approx 7.5kms to reach campsite. 2WD dry weather only & 4WD all weather access.
",,,CORRYONG,Ohagens,WC,U,Y,,,,,,Y,,"2",Y,,SMALL CARAVAN,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"A great place to stop for a bite to eat and a rest, there are sites suitable for rolling out a picnic rug, or use the on site picnic table.","1",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,"1",,"122198","122199","122200",2021/09/25,-36.5378225430,147.8297791440,,,554100-20201110
REC SITES,2021/09/25,"120351",Wheelers Creek,-36.5467523230,147.8770889770,HIGH,,NONE,"Travel South from Corryong along the Benambra-Corryong road for approximately 52km, then, turn left onto Wheelers Creek Rd from Benambra-Corryong Road. Travel approx 16kms to reach Wheelers Creek Hut.  Access is 2WD dry weather only & 4WD all weather.
",,This site is re-opened. Wheelers Creek  hut was destroyed in the 2019/20 Upper Murray Bushfires. Forest Fire Management Victoria is working on plans to rebuild this Hut. No timeline yet. Toilet and camping area open.,CORRYONG,Wheelers Creek,WC,UY,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Take a day trip to Wheelers Creek Hut and enjoy the beautiful surrounds while you explore the Hut and cook a BBQ lunch.  Be aware, you'll want to stay!
","2",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,,,"122222","122223","122224",2021/09/25,-36.5467523230,147.8770889770,,,554101-20210506
REC SITES,2021/09/25,"120357",Pinnibar Gibsons Hut,-36.5204577950,147.9502702500,MID,,NONE,"Pinnibar-Gibsons Hut is located 35kms along Dunstans Road from its intersection with the Benambra-Corryong Road. Access is 4WD all weather conditions. NOTE: seasonal road closures exist adjacent to the site, which may limit 4WDing opportunities during th",,This site is re-opened. Pinnibar/ Gibson's hut was destroyed in the 2019/20 Upper Murray Bushfires. Forest Fire Management Victoria is working on plans to rebuild this Hut. No timeline yet. Toilet and camping area open.,CORRYONG,Pinnibar Gibsons Hut,WC,UY,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,"1",,"122204","122205","122206",2021/09/25,-36.5204577950,147.9502702500,,,554104-20210506
REC SITES,2021/09/25,"120359",Bullocky Creek Campsite,-36.3520220000,147.9228870000,BASIC,,NONE,Bullocky Creek Campsite is located approximately 24kms from Corryong. Travel south along Thowgla Road from Corryong for 16km before turning left just over the bridge at the Nariel Gap intersection. Travel a further 4kms to where the road becomes Walkers,,"Located on the banks of the Thougla Creek, the soothing sounds of running water, and wildlife ensure a relaxing visit.  Offering both day visitor and overnight camping options with toilet, picnic, and BBQ facilities, this is the perfect place to pull in",CORRYONG,Bullocky Creek Campsite,WU,,Y,,,,,,Y,"This site is easily accessed from Corryong, yet still offers an isolated feel. Sites are suitable for tents only.","1",,,,"0",,,"0",,,"0",Y,"The Thougla Creek offers some fine trout fishing, fish from the Bullocky Creek campsite or use the site as a base to fish elsewhere.","2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122171","122172","122173",2021/09/25,-36.3520220000,147.9228870000,,,554105-20201106
REC SITES,2021/09/25,"120364",Grays,-36.3345399600,147.9161984300,MID,,NONE,Grays Campsite is located approx 20kms from the township of Corryong. Travel down Thowgla Road from Corryong for 16km before turning left just past the bridge at Nariel Gap Rd intersection. Travel approximately 4kms further until you reach Grays Campsite,,,CORRYONG,Grays,WC,UY,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122183","122184","122185",2021/09/25,-36.3345399600,147.9161984300,,,554106-20210810
REC SITES,2021/09/25,"120368",Dart River,-36.4798358090,147.7780832440,BASIC,,NONE,"Dart River campsite is located approx 2.6kms along Gibb Range Road from the intersection with Benambra-Corryong Road.  Traveling along Benambra-Corryong Road (C545b), approximately 75 kms from Benambra and 46kms from Corryong turn west and stay to the le",,,CORRYONG,Dart River,W,U,Y,,,,,,Y,,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,"1",,"122177","122178","122179",2021/09/25,-36.4798358090,147.7780832440,,,554108-20201110
REC SITES,2021/09/25,"120408",Mt Emu,-36.6719520000,147.2192650000,BASIC,,NONE,"From the Kiewa valley Highway at Tawonga, follow Mountain Creek Rd (sealed) and Trapper Gap Rd (unsealed 2WD), and at Trappers Gap turn left onto Eskdale Spur Track (4WD only).  Follow Eskdale Spur Track north/west for approx. 12 km to the summit of Mt E",,"A clearing that incorporates a hang gliding launch pad, with views across the Kiewa Valley and the mountains to the south and west.",BRIGHT DEPOT,Mt Emu,H,K,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",Y,"SW & NW launches.Large open ground ramp situated within a treed slot in native State forest adjacent to the heli-pad on the summit of Mt Emu, overlooking the Kiewa Valley.","1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122108","122109","122110",2021/09/25,-36.6719520000,147.2192650000,,,554110-20210216
REC SITES,2021/09/25,"120411",Tawonga Gap Track Lookout,-36.7208230000,147.1221120000,BASIC,,NONE,Drive or walk from Tawonga Gap south along Tawonga Gap Track for approx. 1 km.  Suitable for high clearance or 4WD vehicles only.,,"A small lookout under the power transmission lines that lead from the Kiewa hydro-electric power scheme, with views over the township of Mount Beauty to Mount Bogong.",BRIGHT DEPOT,Tawonga Gap Track Lookout,,D,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,,,"122126","122127","122128",2021/09/25,-36.7208230000,147.1221120000,,,554111-20210217
REC SITES,2021/09/25,"120413",Mount Elliot,-36.1859000000,147.9750000000,BASIC,,,Head East from Corryong along the Murray Valley Highway (B400) for approximately 6kms. Turn Right staying on the B400  for approximately 2.4kms. Turn onto Fishers Track then travel for approximately 3.5kms to reach Mount Elliot summit. Please note Fisher,,Mount Elliot offers spectacular views of the Corryong township and surrounding valleys.  This is a popular hang-gliding launch site and also offers picnic sites and limited tent/swag camping sites. A great place to observe from a high vantage point and e,CORRYONG,Mount Elliot,H,KD,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Bring your hang-glider to the top of Mount Elliot for an amazing panoramic flight. The large open ground ramp with north and north east launches is a short walk from the car park, situated within a treed slot in native forest adjacent to a communications","2",,,"0",,,"0",Y,A great place for a picnic with magnificent views of the Corryong township and surrounding valleys.  There may be a chance of observing hang- gliders launching for a breathtaking flight riding high on the thermal drafts.,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,,,"122192",,,2021/09/25,-36.1859000000,147.9750000000,,,561699-20201106
REC SITES,2021/09/25,"120534",Blue Gum Flat 2,-37.1720876090,145.9970451860,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 7.4 Km",,"Situated on the banks of Lake Eildon, this site is a popular destination for boats, fishermen, campers and trail bike riders alike. Behind you, you will see an expansive area of native bushland worth exploring.
This site can become busy in the warmer mo",MANSFIELD,Blue Gum Flat 2,WCUP,Y,Y,,,,,,Y,This large campground is great for large groups and several smaller groups. With larger canopy Eucalypts offering much needed shade in the warmer months.,"1",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads",,"4",,,"0",,,"0",Y,"This area is perfect for offshore fishing with the lake coming to a narrower section. This area is also perfect for trolling during April - July and September  November. 
Please be aware that if fishing you will need to hold a current Victorian Fishing","3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"122540","122541","122542",2021/09/25,-37.1720876090,145.9970451860,,,2289822-20200720
REC SITES,2021/09/25,"121113",Thomson Bridge Campground,-37.9571444000,146.4198444000,MID,,PARTIAL,"Located only 15 min out of Rawson, Head south on the Tyers-Walhalla Road and turn Left onto the Walhalla Road and follow for approx. 6km. Before crossing the Thomson River, veer left onto Old Depot Road and follow for approximately 200m. The campground w",,"Thomson Bridge Campground is perched above the Thomson River and is surrounded by dense bushland. It offers five campsites (3 x vehicle based, 2 x walk-in only) and is best suited to smaller groups. 
It can be easily accessed by two-wheel drive from Wal",ERICA,Thomson Bridge Campground,W,,Y,,,,,,Y,"This small campground provides five basic campsites (3 x vehicle-based sites, 2 x walk-in only sites) and is suitable for small groups. Each site has access to a fire pit and there are communal facilities available including a picnic shelter, tables and","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,Picnic shelter containing two picnic tables with wheelchair access. Great spot to stop for lunch if your accessing the Poverty Point Bridge walking track.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,,,"123551","123552","123553",2021/09/25,-37.9571444000,146.4198444000,,,2495889-20210826
REC SITES,2021/09/25,"1951",Glendinning Campsite,-37.2972200000,142.0017000000,MID,,NONE,Glendinning Campsite is located south east of Balmoral via the Natimuk - Hamilton Rd.  Approximately 7 km south of Balmoral take Yarramyiup Road on your left and follow this road approximately 13 km to the campsite at the end of the road.,,"Glendinning Campsite is situated on the south western edge of Rocklands Reservoir, in river redgum and stringybark forest.  The campsite is generally accessible all year round by 2WD. The camp site is serviced by modern toilet facilities and a boat launc",CAVENDISH,Glendinning Campsite,WCUP,,Y,,,,,,Y,"Space abounds for large or small groups or individuals who want to set up camp near the reservoir. Bush settings as well as more open, social camping sites are provided.","1",Y,"This is a large site, so plenty of space exists for setting up campervans and caravans. Suitable for groups or individuals, this well serviced site offers superb site to access all that Rocklands Reservoir has to offer.",SMALL CARAVAN,"3",,,"0",,,"0",Y,"Situated on the bank of Rocklands Reservoir, this site offers plenty of opportunities for experienced and inexperienced anglers alike to cast a line and try your luck.","4",,,"0",,,"0",,,"0",Y,The boat ramp provides easy access for watercraft to allow visitors to begin exploring the reservoir for day visitors. Why not extend your stay and make use of the camping and caravan facilities?,"5",Y,An established day visitor area with picnic tables and BBQ facilities provides day visitors with excellent facilities to stop by and enjoy the scenery. Easy access to the reservoir provides visitors with an excellent opportunity to stop by for a wander a,"2",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,"1",,"121394","121395","121396",2021/09/25,-37.2972200000,142.0017000000,,,486012-20210816
REC SITES,2021/09/25,"2060",Balt Camp,-37.4617730000,144.2152030000,VERY BASIC,,NONE,The Balt Camp can be accessed off the Ballan - Daylesford Rd (approximately 100 km from Melbourne) onto an all weather unsealed road leading to Camp Rd and north to the Balt Camp.  Those visitors arriving from the north can access Camp Rd south of the sm,,Located on Camp Rd south of the township of Bullarto the Balt Camp shows the remains of a post WW 2 refugee work camp.  The two remaining local stone chimneys and the foundations of some of the buildings are all that remain. Australia accepted large numb,DAYLESFORD,Balt Camp,E,,Y,,,,,,,,"0",,,,"0",,,"0",Y,"During the late 1940s, firewood production from the State's forests increased dramatically due largely to about 2,000 European immigrants being allotted to the Forests Commission for firewood cutting. The immigrants were located in forestry camps. The us","1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121262","121263","121264",2021/09/25,-37.4617730000,144.2152030000,,,476935-20210304
REC SITES,2021/09/25,"2107",Firth Park,-37.4351870000,144.4096610000,MID,,PARTIAL,"Located 88 kilometres from Melbourne. Follow the Calder Highway to the township of Woodend. At Woodend head west along the Daylesford Road for then turn left down James Road just west of Tylden. Follow this, passing through Trentham East then turn left a",,"Firth Park is a campground set within heritage ornamental trees. Firth Park is popular with a range of forest users including caravan travellers, 4WD enthusiasts and mountain bike riders. Facilities include toilets, horse yards and a dam. Andersons Mill",DAYLESFORD,Firth Park,WCE,Ue,Y,FULL CLOSURE,"This site is closed due to significant impacts from recent storm activity. The site has numerous hazardous trees from wind damage, and the public''s safety is not guaranteed until staff can make assessments; significant damage to infrastructure has also",2021/09/01,2021/11/30,STORM,Y,"There is plenty of room for tents, under the historic arboretum with basic facilities of wood-fired BBQ's, toilets and picnic tables provided. There is the nearby Andersons Mill Walk and opportunities to explore the surround forest by four-wheel drive.","2",Y,There is space to park a few small caravans or camper trailers at the western side of the car parking area.,SMALL CARAVAN,"5",,,"0",Y,"The Firth settlement, surrounded by productive eucalypt forest, was close to a number of sawmills in the late 1800s. Later the area was used as a source of gum leaves for a eucalyptus oil distillery run by the sons of Joseph Firth (a former Nursery Super","4",,,"0",,,"0",,,"0",Y,There is a network of forest roads and tracks through the surrounding forests popular with horse riders. There are horse yards located on-site.,"1",,,"0",Y,"There are opportunities for picnicking under the historic arboretum with basic picnic facilities of wood-fired BBQ's, toilets and picnic tables provided. The adjacent dam, established for aesthetic and fire protection purposes is fed by a tributary of th","3",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,"1",,"121301","121302","121303",2021/09/25,-37.4351870000,144.4096610000,,,476938-20180719
REC SITES,2021/09/25,"2247",Victoria Mill Scenic Reserve,-37.2636890000,143.2281320000,MID,,NONE,"From Beaufort, turn north towards Raglan and after 11km, turn left down Raglan-Mt Cole Road. After 3km continue onto Mount Cole Road and after 15km, just 0.3km past the Victoria Mill Scenic Reserve sign, turn left down Sandy Pinch Road. There is a small",,,BEAUFORT,Victoria Mill Scenic Reserve,,Y,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"This 33 hectare reserve protects a stand of forest that dates back to the 1890s. These Messmate and Stringybark eucalypts regenerated from forests harvested by the former Victoria Mill, which harvested trees from the surrounding area in the late 1800s. T","1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,"1",,"121367","121368","121369",2021/09/25,-37.2636890000,143.2281320000,,,481287-20210827
REC SITES,2021/09/25,"2434",Chinamans Campground,-37.2489380000,143.1991650000,MID,,NONE,"Turn off the Western Highway onto Buangor-Ben Nevis Road just past the town of Buangor and continue on for 13km, then turn sharp right onto Mount Cole Road. After 4.5km turn off onto Chinaman Road and continue on for 0.6km to the site.",,"Being on the north western side of the mountain, this area is particularly suitable for winter outings, as temperatures are usually higher and rainfall lower than in other parts of the forest. Chinamans Campground provides a good site for camping or picn",BEAUFORT,Chinamans Campground,WC,eY,Y,,,,,,Y,"Chinamans Campground is a very spacious camping area able to cater for individuals or larger groups, with ample room for parking. It's drier aspect provides good all year round camping and it a good base from which to explore the many walks and attractio","1",Y,This large open site has plenty of space and ample room for manoeuvring for those with small caravans or camper trailers.,SMALL CARAVAN,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"The site is large, grassy and open, with a good choice of of areas to find a spot suitable to your needs. A large picnic shelter with picnic tables and fireplace provides good shelter if the weather turns.","2",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,"1",,"121287","121286","121288",2021/09/25,-37.2489380000,143.1991650000,,,476946-20210310
REC SITES,2021/09/25,"2568",Fergusons Campsite,-37.2929450000,142.0620810000,BASIC,,NONE,"Visitors to the site will find Vehicle access is off the Henty Highway at Woohlpooer via Gartons and Shilcocks Road, which heads west 10 km into the site",,"Fergusons Campsite is situatied on the eastern edge of Rocklands Reservoir, 27km north of Cavendish via the Henty Hwy. The recreation area is situated in yellow and red gum open forest. The recreation area is accessible by 2wd all year round and is servi",CAVENDISH,Fergusons Campsite,WCU,UY,Y,,,,,,Y,"Suitable for large or small groups, or individuals, this site is located on the banks of the reservoir and has a lot to offer to those looking to camp for one or multiple nights.","1",Y,This site provides plenty of space for caravans and campervans to set up. An ideal spot to sit back and enjoy the scenery.,CAMPER TRAILER,"3",,,"0",,,"0",Y,"Situated on the banks of the Rocklands Reservoir, this site offers easy access to the water for the avid angler to try their luck along the banks of the reservoir.","4",,,"0",,,"0",,,"0",,,"0",Y,"Located on the bank of Rocklands Reservoir, this is an ideal spot to come to enjoy some peace and quiet. Easy access to the bank of the reservoir allows visitors to enjoy a wander along the reservoir, or simply sit back and enjoy the local bird life.","2",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121391","121392","121393",2021/09/25,-37.2929450000,142.0620810000,,,486013-20210816
REC SITES,2021/09/25,"2582",Wattle Glen Picnic Area,-37.5912740000,141.2895580000,BASIC,,NONE,"VicRoads Ref. 71F3. Take the Casterton Penola Rd out of Casterton. After approximately 10km, turn left onto Carmichaels Track. The picnic area will be on your right after approximately 700m.",,"Wattle Glen is a peaceful spot, approximately 5 minutes from Casterton. There are picnic tables, BBQs and a toilet on site. Visit in Spring to experience an amazing display of wildflowers.",CASTERTON,Wattle Glen Picnic Area,,Y,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Wattle Glen Picnic Area is a quiet spot, only 10km from Casterton. It provides a secluded spot for quiet contemplation. There are picnic tables, BBQs and a toilet.","1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,"1",,"120527","120528","120529",2021/09/25,-37.5912740000,141.2895580000,,,487637-20210219
REC SITES,2021/09/25,"2618",Wail Site 3 Campsite,-36.5363900000,142.0194890000,VERY BASIC,,NONE,Vehicle access to Wail Site 3 Campsite  is from the Western Highway at Wail via Plantation Tk and Ironbark Tk.  From Wail via these tracks Wail Site 3 Campsite is approximately 13 km from Wail and 9 km south of Dimboola.,,Wail Site 3 Campsite is situated on the banks of the Wimmera River and is surrounded by river redgum forest. The site has basic camping facilities but no boat launching facilities. Visitors to the site will enjoy the sounds and sites of local wildlife wh,HORSHAM NATIMUK RD,Wail Site 3 Campsite,WCU,,Y,,,,,,Y,Located on the Wimmera River this site is easily accessible from Dimboola and Wail and has plenty of space for smaller and larger groups. there are numerous sites adjacent to the car parking areas.,"1",Y,Located on the Wimmera River this site is easily accessible from Dimboola and Wail and has plenty of space to set up your camper van or caravan.,SMALL CARAVAN,"3",,,"0",,,"0",Y,This site provides access along the banks of the Wimmera River whereby the avid angler will find ample sites to wet a line.,"4",,,"0",,,"0",,,"0",,,"0",Y,Located on the wimmera river and surrounded by majestic river red gums this site offers a peaceful recreation experience suiting the over night camper and or day visitor. enjoy local bird life as you relax on the banks of the wimmera river. enjoy a pleas,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"121412","121413","121414",2021/09/25,-36.5363900000,142.0194890000,,,485945-20210225
REC SITES,2021/09/25,"120543",Taylors 2,-37.1403516640,145.9851881070,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 11KM an",,"Situated along the shores of Lake Eildon, you will wake up to the sound of singing birds and early morning fishermen trolling the waters below you. With shade offered from mature Eucalypt tree regenerated from pine plantations in the past and easy access",MANSFIELD,Taylors 2,WCUP,,Y,,,,,,Y,"Camping offered at this site is below a stand of mature Eucalypt trees, with large open grassy camping areas. This area is great for families interested in camping around Lake Eildon. 
This site can become busy in the warmer months and during peak seaso","1",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,"4",,,"0",,,"0",Y,In the past there has been excellent results for trolling during April  July and September to November. If you have a tinny available why not put it in the water and Cast in the mudline across the water which are coincidentally good shores for trolling a,"3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122537","122538","122539",2021/09/25,-37.1403516640,145.9851881070,,,2289819-20200720
REC SITES,2021/09/25,"120556",North Camp,-37.1244556900,145.9526205990,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 16.5Km",,"Located on the shores of Lake Eildon this site has vast views over the Delatite arm. It was originally used as pine plantations before being revegetated to its current state. This area is used for several recreational activities, including: fishing, four",MANSFIELD,North Camp,WCUP,,Y,,,,,,Y,This is a small campsite overlooking lake Eildon and is used by many recreational forest users. It is a site perfect for medium sized groups and is located close to the waters edge when the lake is full.,"1",Y,"This site can be accessed by caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,"4",,,"0",,,"0",Y,"The perfect spot to throw a line in and see what you can hook. From the shores you will have a good chance at catching native species and redfin and if you have a boat you can take it out on the water and lure or bait cast or deep-water troll.
Please be","3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122525","122526","122527",2021/09/25,-37.1244556900,145.9526205990,,,2289813-20200722
REC SITES,2021/09/25,"120561",Crockett Bay,-37.1267304190,145.9409685380,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 17Km an",,"This newly regenerated site is on the shores of Lake Eildon, being a smaller camp ground, it is often uncrowded. This area is used for many recreational activities, including: fishing, four-wheel driving, motorbike riding, water sports and camping.",MANSFIELD,Crockett Bay,WCUP,Y,Y,,,,,,Y,"This area is located in one of lake Eildons many small inlets, offering a sheltered campsite with plenty of much needed shade during the warmer months.","2",Y,"trailers, although be aware that you may have to travel long distances on dirt roads.",,"3",,,"0",,,"0",Y,With the site being in one of the many inlets along the Delatite arm this is a popular area for fishing. Deep water trolling can be done if heading out on the water for the day and you may just catch that elusive Murray Cod. In the inlet it is recommende,"4",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122543","122544","122545",2021/09/25,-37.1267304190,145.9409685380,,,2289824-20200722
REC SITES,2021/09/25,"120573",South Maintongoon,-37.1513330560,145.9028646510,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 30Km an",,"With so many possible activities surrounding you (fishing, motorbike riding, water sports and four-wheel driving) why wouldnt you want to utilise this camp site. From your camp you will have views over Lake Eildon and the Delatite Arm and in the off-seas",MANSFIELD,South Maintongoon,WCUP,Y,Y,,,,,,Y,"This campsite, across from Lake Eildon is on a slight slope but is often uncrowded due to its distance from the reserves entrance. Offering wide open spaces and shade from the surrounding revegetated native forest species this is a perfect for large grou","1",Y,"This site is accessible for large and small caravans and camper trailers, although be aware that there is a long period spent on a dirt road to get to the site and some tight corners. The site also has a slight slope therefore this should be a considerat",CAMPER TRAILER,"2",,,"0",,,"0",Y,"Head down to the banks of the Lake Eildon to try your luck at catching a fish. The shore offers a good opportunity to troll for native fish and redfin, with best times for general trolling being Spring- early Summer. People often jump in their tinny and","3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"4",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122550","122551","122552",2021/09/25,-37.1513330560,145.9028646510,,,2289818-20200723
REC SITES,2021/09/25,"120618",Jacks,-36.7262352400,146.9798836210,BASIC,,NONE,,,,BRIGHT (PV),Jacks,C,,Y,,,,,,,,"0",Y,,SMALL CARAVAN,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"122653","122654","122655",2021/09/25,-36.7262352400,146.9798836210,,,2298852-20190424
REC SITES,2021/09/25,"120623",Jenveys,-36.7249323380,146.9731112950,BASIC,,NONE,,,,BRIGHT (PV),Jenveys,C,,Y,,,,,,,,"0",Y,,CAMPER TRAILER,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"122656","122567","122568",2021/09/25,-36.7249323380,146.9731112950,,,2298853-20190424
REC SITES,2021/09/25,"120632",Rockpools,-36.7368547870,147.1912018340,BASIC,,NONE,,,,BRIGHT DEPOT,Rockpools,,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122662","122663","122664",2021/09/25,-36.7368547870,147.1912018340,,,2298855-20200514
REC SITES,2021/09/25,"120635",Mermaid Beach,-36.7341253970,147.1910325450,BASIC,,NONE,,,,BRIGHT (PV),Mermaid Beach,,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122665","122666","122667",2021/09/25,-36.7341253970,147.1910325450,,,2298854-20190424
